Date,Delhi-petrol,Mumbai-petrol,Chennai-petrol,Kolkata-petrol,Delhi-diesel,Mumbai-diesel,Chennai-diesel,Kolkata-diesel
06/Jun/19,71.07,76.76,73.84,73.31,65.22,68.39,69,67.14
05/Jun/19,71.23,76.91,74.01,73.47,65.56,68.76,69.36,67.48
04/Jun/19,71.23,76.91,74.01,73.47,65.56,68.76,69.36,67.48
03/Jun/19,71.3,76.98,74.08,73.54,65.76,68.97,69.58,67.68
02/Jun/19,71.5,77.16,74.27,73.71,66.16,69.37,69.98,68.06
01/Jun/19,71.62,77.28,74.39,73.74,66.36,69.58,70.19,68.21
31/May/19,71.73,77.34,74.46,73.79,66.51,69.69,70.31,68.27
30/May/19,71.8,77.41,74.53,73.86,66.63,69.82,70.43,68.39
29/May/19,71.86,77.47,74.59,73.92,66.69,69.88,70.5,68.45
28/May/19,71.86,77.47,74.59,73.92,66.69,69.88,70.5,68.45
27/May/19,71.77,77.38,74.5,73.83,66.64,69.83,70.45,68.4
26/May/19,71.67,77.28,74.39,73.73,66.64,69.83,70.45,68.4
25/May/19,71.53,77.14,74.25,73.6,66.57,69.75,70.37,68.33
24/May/19,71.39,77,74.1,73.46,66.45,69.63,70.24,68.21
23/May/19,71.25,76.86,73.95,73.32,66.29,69.46,70.07,68.05
22/May/19,71.17,76.78,73.87,73.24,66.2,69.36,69.97,67.96
21/May/19,71.17,76.78,73.87,73.24,66.2,69.36,69.97,67.96
20/May/19,71.12,76.73,73.82,73.19,66.11,69.27,69.88,67.86
19/May/19,71.03,76.64,73.72,73.11,65.96,69.11,69.72,67.71
18/May/19,71.03,76.64,73.72,73.11,65.96,69.11,69.72,67.71
17/May/19,71.1,76.71,73.79,73.17,65.96,69.11,69.72,67.71
16/May/19,71.18,76.79,73.88,73.25,65.91,69.05,69.66,67.66
15/May/19,71.18,76.79,73.88,73.25,65.86,69,69.61,67.61
14/May/19,71.18,76.79,73.88,73.25,65.86,69,69.61,67.61
13/May/19,71.43,77.04,74.14,73.5,65.98,69.13,69.74,67.73
12/May/19,71.73,77.34,74.46,73.79,66.11,69.27,69.88,67.86
11/May/19,72.15,77.75,74.9,74.21,66.28,69.45,70.06,68.04
10/May/19,72.63,78.23,75.4,74.68,66.47,69.65,70.26,68.23
09/May/19,72.84,78.44,75.63,74.88,66.56,69.74,70.36,68.32
08/May/19,73,78.59,75.79,75.04,66.66,69.81,70.43,68.4
07/May/19,73,78.59,75.79,75.04,66.66,69.81,70.43,68.4
06/May/19,73,78.59,75.79,75.04,66.66,69.81,70.43,68.4
05/May/19,73.07,78.66,75.87,75.11,66.66,69.81,70.43,68.4
04/May/19,73.13,78.71,75.92,75.15,66.71,69.86,70.48,68.45
03/May/19,73.07,78.64,75.84,75.08,66.66,69.77,70.39,68.39
02/May/19,73.07,78.64,75.84,75.08,66.66,69.77,70.39,68.39
01/May/19,73.13,78.7,75.9,75.15,66.71,69.83,70.44,68.45
30/Apr/19,73.13,78.7,75.9,75.15,66.71,69.83,70.44,68.45
29/Apr/19,73.08,78.65,75.85,75.1,66.66,69.77,70.39,68.4
28/Apr/19,73.08,78.65,75.85,75.1,66.61,69.72,70.34,68.35
27/Apr/19,73.08,78.65,75.85,75.1,66.61,69.72,70.34,68.35
26/Apr/19,73.02,78.59,75.79,75.04,66.61,69.72,70.34,68.35
25/Apr/19,73.02,78.59,75.79,75.04,66.54,69.65,70.26,68.28
24/Apr/19,72.95,78.52,75.71,74.97,66.46,69.56,70.17,68.2
23/Apr/19,72.95,78.52,75.71,74.97,66.46,69.56,70.17,68.2
22/Apr/19,72.95,78.52,75.71,74.97,66.46,69.56,70.17,68.2
21/Apr/19,72.95,78.52,75.71,74.97,66.46,69.56,70.17,68.2
20/Apr/19,73,78.57,75.77,75.02,66.39,69.49,70.1,68.13
19/Apr/19,73,78.57,75.77,75.02,66.31,69.4,70.01,68.05
18/Apr/19,72.93,78.5,75.69,74.95,66.31,69.4,70.01,68.05
17/Apr/19,72.93,78.5,75.69,74.95,66.31,69.4,70.01,68.05
16/Apr/19,72.93,78.5,75.69,74.95,66.31,69.4,70.01,68.05
15/Apr/19,72.98,78.55,75.75,75,66.26,69.35,69.96,68
14/Apr/19,72.92,78.49,75.68,74.94,66.26,69.35,69.96,68
13/Apr/19,72.86,78.43,75.62,74.88,66.19,69.27,69.89,67.93
12/Apr/19,72.86,78.43,75.62,74.88,66.19,69.27,69.89,67.93
11/Apr/19,72.8,78.37,75.56,74.82,66.11,69.19,69.8,67.85
10/Apr/19,72.8,78.37,75.56,74.82,66.11,69.19,69.8,67.85
09/Apr/19,72.8,78.37,75.56,74.82,66.11,69.19,69.8,67.85
08/Apr/19,72.85,78.42,75.61,74.87,66.11,69.19,69.8,67.85
07/Apr/19,72.85,78.42,75.61,74.87,66.11,69.19,69.8,67.85
06/Apr/19,72.91,78.48,75.67,74.93,66.19,69.27,69.89,67.93
05/Apr/19,72.91,78.48,75.67,74.93,66.14,69.22,69.83,67.88
04/Apr/19,72.86,78.43,75.62,74.88,66.14,69.22,69.83,67.88
03/Apr/19,72.86,78.43,75.62,74.88,66.09,69.17,69.78,67.83
02/Apr/19,72.86,78.43,75.62,74.88,66.09,69.17,69.78,67.83
01/Apr/19,72.86,78.43,75.62,74.88,66.09,69.17,69.78,67.83
31/Mar/19,72.86,78.48,75.67,74.93,66.14,69.27,69.88,67.92
30/Mar/19,72.86,78.48,75.67,74.93,66.22,69.36,69.97,68
29/Mar/19,72.81,78.43,75.62,74.89,66.3,69.44,70.05,68.08
28/Mar/19,72.81,78.43,75.62,74.89,66.39,69.54,70.15,68.18
27/Mar/19,72.86,78.48,75.67,74.93,66.49,69.64,70.26,68.28
26/Mar/19,72.86,78.48,75.67,74.93,66.49,69.64,70.26,68.28
25/Mar/19,72.86,78.48,75.67,74.93,66.49,69.64,70.26,68.28
24/Mar/19,72.86,78.48,75.67,74.93,66.6,69.76,70.37,68.39
23/Mar/19,72.81,78.43,75.62,74.89,66.6,69.76,70.37,68.39
22/Mar/19,72.76,78.38,75.57,74.84,66.65,69.81,70.43,68.44
21/Mar/19,72.71,78.33,75.52,74.79,66.72,69.89,70.5,68.51
20/Mar/19,72.78,78.4,75.59,74.86,66.8,69.97,70.59,68.59
19/Mar/19,72.78,78.4,75.59,74.86,66.8,69.97,70.59,68.59
18/Mar/19,72.78,78.4,75.59,74.86,66.91,70.09,70.71,68.7
17/Mar/19,72.71,78.33,75.52,74.79,67.06,70.25,70.87,68.85
16/Mar/19,72.63,78.25,75.43,74.71,67.15,70.34,70.96,68.94
15/Mar/19,72.55,78.17,75.35,74.63,67.22,70.42,71.04,69.01
14/Mar/19,72.48,78.1,75.27,74.56,67.32,70.52,71.15,69.11
13/Mar/19,72.41,78.04,75.2,74.49,67.37,70.58,71.2,69.16
12/Mar/19,72.41,78.04,75.2,74.49,67.37,70.58,71.2,69.16
11/Mar/19,72.46,78.09,75.25,74.54,67.44,70.65,71.27,69.23
10/Mar/19,72.4,78.03,75.19,74.48,67.54,70.76,71.38,69.33
09/Mar/19,72.31,77.94,75.09,74.39,67.54,70.76,71.38,69.33
08/Mar/19,72.24,77.87,75.02,74.33,67.54,70.76,71.38,69.33
07/Mar/19,72.24,77.87,75.02,74.33,67.64,70.86,71.49,69.43
06/Mar/19,72.24,77.87,75.02,74.33,67.64,70.86,71.49,69.43
05/Mar/19,72.24,77.87,75.02,74.33,67.64,70.86,71.49,69.43
04/Mar/19,72.17,77.8,74.95,74.26,67.54,70.76,71.38,69.33
03/Mar/19,72.07,77.7,74.84,74.16,67.41,70.62,71.24,69.2
02/Mar/19,71.94,77.57,74.71,74.03,67.27,70.47,71.09,69.06
01/Mar/19,71.81,77.44,74.57,73.9,67.12,70.31,70.93,68.91
28/Feb/19,71.73,77.36,74.48,73.82,67,70.18,70.8,68.79
27/Feb/19,71.66,77.29,74.41,73.76,66.92,70.1,70.72,68.71
26/Feb/19,71.66,77.29,74.41,73.76,66.92,70.1,70.72,68.71
25/Feb/19,71.57,77.2,74.32,73.67,66.8,69.97,70.59,68.59
24/Feb/19,71.42,77.06,74.16,73.52,66.64,69.8,70.42,68.43
23/Feb/19,71.35,76.99,74.08,73.45,66.55,69.71,70.32,68.34
22/Feb/19,71.29,76.93,74.02,73.39,66.48,69.63,70.25,68.27
21/Feb/19,71.15,76.79,73.87,73.25,66.33,69.47,70.09,68.12
20/Feb/19,71,76.64,73.72,73.11,66.17,69.3,69.91,67.95
19/Feb/19,71,76.64,73.72,73.11,66.17,69.3,69.91,67.95
18/Feb/19,70.91,76.54,73.61,73.01,66.11,69.23,69.84,67.89
17/Feb/19,70.76,76.39,73.45,72.86,65.98,69.09,69.7,67.76
16/Feb/19,70.6,76.23,73.28,72.71,65.86,68.97,69.57,67.64
15/Feb/19,70.46,76.1,73.14,72.57,65.73,68.83,69.44,67.51
14/Feb/19,70.39,76.03,73.06,72.5,65.67,68.76,69.37,67.45
13/Feb/19,70.33,75.97,73,72.44,65.62,68.71,69.32,67.4
12/Feb/19,70.33,75.97,73,72.44,65.62,68.71,69.32,67.4
11/Feb/19,70.33,75.97,73,72.44,65.62,68.71,69.32,67.4
10/Feb/19,70.28,75.92,72.95,72.39,65.56,68.65,69.25,67.34
09/Feb/19,70.28,75.92,72.95,72.39,65.56,68.65,69.25,67.34
08/Feb/19,70.38,76.02,73.05,72.49,65.56,68.65,69.25,67.34
07/Feb/19,70.44,76.08,73.11,72.55,65.56,68.65,69.25,67.34
06/Feb/19,70.44,76.08,73.11,72.55,65.51,68.59,69.2,67.29
05/Feb/19,70.44,76.08,73.11,72.55,65.51,68.59,69.2,67.29
04/Feb/19,70.59,76.22,73.27,72.7,65.61,68.7,69.31,67.39
03/Feb/19,70.74,76.37,73.43,72.84,65.71,68.81,69.41,67.49
02/Feb/19,70.84,76.47,73.54,72.94,65.71,68.81,69.41,67.49
01/Feb/19,70.94,76.57,73.64,73.04,65.71,68.81,69.41,67.49
31/Jan/19,71.09,76.72,73.8,73.18,65.81,68.91,69.52,67.59
30/Jan/19,71.19,76.82,73.9,73.28,65.89,69,69.61,67.67
29/Jan/19,71.19,76.82,73.9,73.28,65.89,69,69.61,67.67
28/Jan/19,71.27,76.9,73.99,73.36,66,69.11,69.72,67.78
27/Jan/19,71.27,76.9,73.99,73.36,66,69.11,69.72,67.78
26/Jan/19,71.27,76.9,73.99,73.36,66,69.11,69.72,67.78
25/Jan/19,71.27,76.9,73.99,73.36,66,69.11,69.72,67.78
24/Jan/19,71.27,76.9,73.99,73.36,65.9,69.01,69.62,67.68
23/Jan/19,71.27,76.9,73.99,73.36,65.9,69.01,69.62,67.68
22/Jan/19,71.27,76.9,73.99,73.36,65.9,69.01,69.62,67.68
21/Jan/19,71.14,76.77,73.85,73.23,65.71,68.81,69.41,67.49
20/Jan/19,70.95,76.58,73.65,73.05,65.45,68.53,69.14,67.23
19/Jan/19,70.72,76.35,73.41,72.82,65.16,68.22,68.83,66.93
18/Jan/19,70.55,76.18,73.23,72.65,64.97,68.02,68.62,66.74
17/Jan/19,70.47,76.11,73.15,72.58,64.78,67.82,68.42,66.55
16/Jan/19,70.33,75.97,73,72.44,64.59,67.62,68.22,66.36
15/Jan/19,70.41,76.05,73.08,72.52,64.47,67.49,68.09,66.24
14/Jan/19,70.13,75.77,72.79,72.24,64.18,67.18,67.78,65.95
13/Jan/19,69.75,75.39,72.39,71.87,63.69,66.66,67.25,65.46
12/Jan/19,69.26,74.91,71.87,71.39,63.1,66.04,66.62,64.87
11/Jan/19,69.07,74.72,71.67,71.2,62.81,65.73,66.31,64.58
10/Jan/19,68.88,74.53,71.47,71.01,62.53,65.43,66.01,64.3
09/Jan/19,68.5,74.16,71.07,70.64,62.24,65.12,65.7,64.01
08/Jan/19,68.5,74.16,71.07,70.64,62.24,65.12,65.7,64.01
07/Jan/19,68.5,74.16,71.07,70.64,62.24,65.12,65.7,64.01
06/Jan/19,68.29,73.95,70.85,70.43,62.16,65.04,65.62,63.93
05/Jan/19,68.29,73.95,70.85,70.43,62.26,65.14,65.72,64.03
04/Jan/19,68.44,74.1,71.01,70.58,62.44,65.34,65.91,64.21
03/Jan/19,68.65,74.3,71.22,70.78,62.66,65.56,66.14,64.42
02/Jan/19,68.65,74.3,71.22,70.78,62.66,65.56,66.14,64.42
01/Jan/19,68.65,74.3,71.22,70.78,62.66,65.56,66.14,64.42
31/Dec/18,68.84,74.47,71.41,70.96,62.86,65.76,66.35,64.61
30/Dec/18,69.04,74.67,71.62,71.15,63.09,66.01,66.59,64.84
29/Dec/18,69.26,74.89,71.85,71.37,63.32,66.25,66.84,65.07
28/Dec/18,69.55,75.18,72.16,71.65,63.62,66.57,67.16,65.37
27/Dec/18,69.74,75.36,72.36,71.84,63.76,66.72,67.31,65.51
26/Dec/18,69.79,75.41,72.41,71.89,63.83,66.79,67.38,65.59
25/Dec/18,69.79,75.41,72.41,71.89,63.83,66.79,67.38,65.59
24/Dec/18,69.86,75.48,72.48,71.96,63.83,66.79,67.38,65.59
23/Dec/18,70.07,75.69,72.7,72.16,64.01,66.98,67.58,65.77
22/Dec/18,70.27,75.89,72.91,72.36,64.19,67.17,67.77,65.95
21/Dec/18,70.46,76.08,73.11,72.55,64.39,67.39,67.98,66.15
20/Dec/18,70.63,76.25,73.29,72.71,64.54,67.55,68.14,66.3
19/Dec/18,70.63,76.25,73.29,72.71,64.54,67.55,68.14,66.3
18/Dec/18,70.63,76.25,73.29,72.71,64.54,67.55,68.14,66.3
17/Dec/18,70.53,76.15,73.19,72.62,64.47,67.47,68.07,66.23
16/Dec/18,70.34,75.96,72.99,72.43,64.38,67.38,67.97,66.14
15/Dec/18,70.34,75.96,72.99,72.43,64.5,67.5,68.1,66.26
14/Dec/18,70.29,75.91,72.94,72.38,64.57,67.58,68.18,66.33
13/Dec/18,70.29,75.91,72.94,72.38,64.66,67.66,68.26,66.4
12/Dec/18,70.2,75.8,72.82,73.28,64.66,67.66,68.26,67.4
11/Dec/18,70.2,75.8,72.82,72.28,64.66,67.66,68.26,66.4
10/Dec/18,70.31,75.9,72.92,72.37,64.82,67.81,68.41,66.55
09/Dec/18,70.55,76.13,73.18,72.6,65.09,68.1,68.7,66.82
08/Dec/18,70.7,76.28,73.33,72.75,65.3,68.32,68.93,67.03
07/Dec/18,70.92,76.5,73.57,72.97,65.55,68.59,69.19,67.28
06/Dec/18,71.32,76.9,73.99,73.36,65.96,69.02,69.63,67.69
05/Dec/18,71.72,77.29,74.41,73.75,66.39,69.48,70.09,68.12
04/Dec/18,71.72,77.29,74.41,73.75,66.39,69.48,70.09,68.12
03/Dec/18,71.93,77.5,74.63,73.96,66.66,69.77,70.38,68.39
02/Dec/18,72.23,77.8,74.94,74.25,67.02,70.15,70.77,68.75
01/Dec/18,72.53,78.09,75.26,74.55,67.35,70.5,71.12,69.08
30/Nov/18,72.87,78.43,75.62,74.88,67.72,70.89,71.52,69.57
29/Nov/18,73.24,78.8,76.01,75.24,68.13,71.33,71.95,69.98
28/Nov/18,73.57,79.12,76.35,75.57,68.49,71.71,72.34,70.34
27/Nov/18,74.07,79.62,76.88,76.06,68.89,72.13,72.77,70.74
26/Nov/18,74.49,80.03,77.32,76.47,69.29,72.56,73.2,71.14
25/Nov/18,74.84,80.38,77.69,76.82,69.7,72.99,73.63,71.55
24/Nov/18,75.25,80.79,78.12,77.22,70.16,73.48,74.13,72.01
23/Nov/18,75.57,81.1,78.46,77.53,70.56,73.91,74.55,72.41
22/Nov/18,75.97,81.5,78.88,77.93,70.97,74.34,74.99,72.83
21/Nov/18,76.38,81.9,79.31,78.33,71.27,74.66,75.31,73.13
20/Nov/18,76.38,81.9,79.31,78.33,71.27,74.66,75.31,73.13
19/Nov/18,76.52,82.04,79.46,78.47,71.39,74.79,75.44,73.25
18/Nov/18,76.71,82.23,79.66,78.65,71.56,74.97,75.63,73.42
17/Nov/18,76.91,82.43,79.87,78.85,71.74,75.16,75.82,73.6
16/Nov/18,77.1,82.62,80.07,79.04,71.93,75.36,76.02,73.79
15/Nov/18,77.28,82.8,80.26,79.21,72.09,75.53,76.19,73.95
14/Nov/18,77.43,82.94,80.42,79.36,72.19,75.64,76.3,74.05
13/Nov/18,77.43,82.94,80.42,79.36,72.19,75.64,76.3,74.05
12/Nov/18,77.56,83.07,80.56,79.49,72.31,75.76,76.43,74.17
11/Nov/18,77.73,83.24,80.73,79.65,72.46,75.92,76.59,74.32
10/Nov/18,77.89,83.4,80.9,79.81,72.58,76.05,76.72,74.44
09/Nov/18,78.06,83.57,81.08,79.98,72.74,76.22,76.89,74.6
08/Nov/18,78.21,83.72,81.24,80.13,72.89,76.38,77.05,74.75
07/Nov/18,78.42,83.92,81.46,80.33,73.07,76.57,77.24,74.93
06/Nov/18,78.42,83.92,81.46,80.33,73.07,76.57,77.24,74.93
05/Nov/18,78.56,84.06,81.61,80.47,73.16,76.67,77.34,75.02
04/Nov/18,78.78,84.28,81.84,80.68,73.36,76.88,77.55,75.22
03/Nov/18,78.99,84.49,82.06,80.89,73.53,77.06,77.73,75.39
02/Nov/18,79.18,84.68,82.26,81.08,73.64,77.18,77.85,75.5
01/Nov/18,79.37,84.86,82.46,81.25,73.78,77.32,78,75.63
31/Oct/18,79.55,85.04,82.65,81.43,73.78,77.32,78,75.63
30/Oct/18,79.55,85.04,82.65,81.43,73.78,77.32,78,75.63
29/Oct/18,79.75,85.24,82.86,81.63,73.85,77.4,78.08,75.7
28/Oct/18,80.05,85.54,83.18,81.92,74.05,77.61,78.29,75.9
27/Oct/18,80.45,85.93,83.6,82.31,74.38,77.96,78.64,76.23
26/Oct/18,80.85,86.33,84.02,82.71,74.73,78.33,79.02,76.58
25/Oct/18,81.1,86.58,84.28,82.95,74.8,78.41,79.09,76.65
24/Oct/18,81.25,86.73,84.44,83.1,74.85,78.46,79.15,76.7
23/Oct/18,81.34,86.81,84.53,83.19,74.85,78.46,79.15,76.7
22/Oct/18,81.44,86.91,84.64,83.29,74.92,78.54,79.22,76.77
21/Oct/18,81.74,87.21,84.96,83.58,75.19,78.82,79.51,77.04
20/Oct/18,81.99,87.46,85.22,83.83,75.36,79,79.69,77.21
19/Oct/18,82.38,87.84,85.63,84.21,75.48,79.13,79.82,77.33
18/Oct/18,82.62,88.08,85.88,84.44,75.58,79.24,79.93,77.43
17/Oct/18,82.83,88.29,86.1,84.65,75.69,79.35,80.04,77.54
16/Oct/18,82.83,88.29,86.1,84.65,75.69,79.35,80.04,77.54
15/Oct/18,82.72,88.18,85.99,84.54,75.46,79.11,79.8,77.31
14/Oct/18,82.72,88.18,85.99,84.54,75.38,79.02,79.71,77.23
13/Oct/18,82.66,88.12,85.92,84.48,75.19,78.82,79.51,77.04
12/Oct/18,82.48,87.94,85.73,84.31,74.9,78.51,79.2,76.75
11/Oct/18,82.36,87.82,85.61,84.19,74.62,78.22,78.9,76.47
10/Oct/18,82.26,87.73,85.5,84.09,74.35,77.93,78.61,76.2
09/Oct/18,82.26,87.73,85.5,84.09,74.11,77.68,78.35,75.96
08/Oct/18,82.03,87.5,85.26,83.87,73.82,77.37,78.04,75.67
07/Oct/18,81.82,87.29,85.04,83.66,73.53,77.06,77.73,75.38
06/Oct/18,81.68,87.15,84.89,83.52,73.24,76.75,77.42,75.09
05/Oct/18,81.5,86.97,84.7,83.3,72.95,77.45,77.11,74.8
04/Oct/18,84,91.34,87.33,85.8,75.45,80.1,79.79,77.3
03/Oct/18,83.85,91.2,87.18,85.65,75.25,79.89,79.57,77.1
02/Oct/18,83.85,91.2,87.18,85.65,75.25,79.89,79.57,77.1
01/Oct/18,83.73,91.08,87.05,85.53,75.09,79.72,79.4,76.94
30/Sep/18,83.49,90.84,86.8,85.3,74.79,79.4,79.08,76.64
29/Sep/18,83.4,90.75,86.7,85.21,74.63,79.23,78.91,76.48
28/Sep/18,83.22,90.57,86.51,85.03,74.42,79.01,78.69,76.27
27/Sep/18,83,90.35,86.28,84.82,74.24,78.82,78.49,76.09
26/Sep/18,82.86,90.22,86.13,84.68,74.12,78.69,78.36,75.97
25/Sep/18,82.86,90.22,86.13,84.68,74.12,78.69,78.36,75.97
24/Sep/18,82.72,90.08,85.99,84.54,74.02,78.58,78.26,75.87
23/Sep/18,82.61,89.97,85.87,84.44,73.97,78.53,78.2,75.82
22/Sep/18,82.44,89.8,85.69,84.27,73.87,78.42,78.1,75.72
21/Sep/18,82.32,89.69,85.58,84.16,73.87,78.42,78.1,75.72
20/Sep/18,82.22,89.6,85.48,84.07,73.87,78.42,78.1,75.72
19/Sep/18,82.16,89.54,85.41,84.01,73.87,78.42,78.1,75.72
18/Sep/18,82.16,89.54,85.41,84.01,73.87,78.42,78.1,75.72
17/Sep/18,82.06,89.44,85.31,83.91,73.78,78.33,78,75.63
16/Sep/18,81.91,89.29,85.15,83.76,73.72,78.26,77.94,75.57
15/Sep/18,81.63,89.01,84.85,83.49,73.54,78.07,77.74,75.39
14/Sep/18,81.28,88.67,84.49,83.14,73.3,77.82,77.49,75.15
13/Sep/18,81,88.39,84.19,82.87,73.08,77.58,77.25,74.93
12/Sep/18,80.87,88.26,84.05,82.74,72.97,77.47,77.13,74.82
11/Sep/18,80.87,88.26,84.05,83.75,72.97,77.47,77.13,75.82
10/Sep/18,80.73,88.12,83.91,83.61,72.83,77.32,76.98,75.68
09/Sep/18,80.5,87.89,83.66,83.39,72.61,77.09,76.75,75.46
08/Sep/18,80.38,87.77,83.54,83.27,72.51,76.98,76.64,75.36
07/Sep/18,79.99,87.39,83.13,82.88,72.07,76.51,76.17,74.92
06/Sep/18,79.51,86.91,82.62,82.41,71.55,75.96,75.61,74.4
05/Sep/18,79.31,86.72,82.41,82.22,71.34,75.74,75.39,74.19
04/Sep/18,79.31,86.72,82.41,82.22,71.34,75.74,75.39,74.19
03/Sep/18,79.15,86.56,82.24,82.06,71.15,75.54,75.19,74
02/Sep/18,78.84,86.25,81.92,81.76,70.76,75.12,74.77,73.61
01/Sep/18,78.68,86.09,81.75,81.6,70.42,74.76,74.41,73.27
31/Aug/18,78.52,85.93,81.58,81.44,70.21,74.54,74.18,73.06
30/Aug/18,78.3,85.72,81.35,81.23,69.93,74.24,73.88,72.78
29/Aug/18,78.18,85.6,81.22,81.11,69.75,74.05,73.69,72.6
28/Aug/18,78.05,85.47,81.09,80.98,69.61,73.9,73.54,72.46
27/Aug/18,77.91,85.33,80.94,80.84,69.46,73.74,73.38,72.31
26/Aug/18,77.78,85.2,80.8,80.71,69.32,73.59,73.23,72.16
25/Aug/18,77.67,85.09,80.69,80.61,69.18,73.44,73.08,72.02
24/Aug/18,77.67,85.09,80.69,80.61,69.18,73.44,73.08,72.02
23/Aug/18,77.58,85,80.59,80.52,69.1,73.36,72.99,71.94
22/Aug/18,77.58,85,80.59,80.52,69.1,73.36,72.99,71.94
21/Aug/18,77.58,85,80.59,80.52,69.1,73.36,72.99,71.94
20/Aug/18,77.49,84.91,80.5,80.43,69.04,73.3,72.93,71.88
19/Aug/18,77.4,84.82,80.4,80.34,68.92,73.17,72.8,71.76
18/Aug/18,77.28,84.71,80.28,80.22,68.86,73.1,72.74,71.7
17/Aug/18,77.2,84.63,80.19,80.14,68.86,73.1,72.74,71.7
16/Aug/18,77.2,84.63,80.19,80.14,68.78,73.02,72.65,71.62
15/Aug/18,77.14,84.58,80.14,80.1,68.72,72.96,72.59,71.56
14/Aug/18,77.14,84.58,80.14,80.1,68.72,72.96,72.59,71.56
13/Aug/18,77.14,84.58,80.14,80.1,68.72,72.96,72.59,71.56
12/Aug/18,77.23,84.67,80.23,80.18,68.77,73.01,72.64,71.61
11/Aug/18,77.23,84.67,80.23,80.18,68.71,72.94,72.57,71.55
10/Aug/18,77.13,84.57,80.13,80.09,68.57,72.8,72.43,71.41
09/Aug/18,77.06,84.5,80.05,80,68.5,72.72,72.35,71.31
08/Aug/18,77.06,84.5,80.05,80,68.5,72.72,72.35,71.31
07/Aug/18,77.06,84.5,80.05,80,68.5,72.72,72.35,71.31
06/Aug/18,76.97,84.41,79.96,79.89,68.44,72.66,72.29,71.22
05/Aug/18,76.85,84.29,79.83,79.77,68.32,72.53,72.16,71.1
04/Aug/18,76.7,84.14,79.68,79.62,68.2,72.4,72.03,70.98
03/Aug/18,76.5,83.94,79.46,79.42,68.02,72.21,71.84,70.8
02/Aug/18,76.43,83.87,79.39,79.33,67.93,72.12,71.74,70.69
01/Aug/18,76.31,83.76,79.26,79.2,67.82,72,71.62,70.58
31/Jul/18,76.31,83.76,79.26,79.2,67.82,72,71.62,70.58
30/Jul/18,76.25,83.7,79.2,79.14,67.75,71.93,71.55,70.51
29/Jul/18,76.16,83.61,79.11,79.05,67.62,71.79,71.41,70.37
28/Jul/18,76.16,83.61,79.11,79.05,67.62,71.79,71.41,70.37
27/Jul/18,76.23,83.68,79.18,79.1,67.72,71.89,71.52,70.43
26/Jul/18,76.23,83.68,79.18,79.1,67.79,71.97,71.59,70.48
25/Jul/18,76.23,83.68,79.18,79.1,67.79,71.97,71.59,70.48
24/Jul/18,76.23,83.68,79.18,79.1,67.79,71.97,71.59,70.48
23/Jul/18,76.3,83.75,79.25,79.15,67.89,72.07,71.7,70.56
22/Jul/18,76.37,83.82,79.33,79.2,67.98,72.17,71.79,70.63
21/Jul/18,76.47,83.91,79.43,79.27,68.08,72.28,71.9,70.71
20/Jul/18,76.62,84.06,79.59,79.39,68.23,72.44,72.06,70.84
19/Jul/18,76.78,84.22,79.76,79.51,68.35,72.56,72.19,70.94
18/Jul/18,76.84,84.22,79.76,79.51,68.47,72.65,72.28,71.03
17/Jul/18,76.84,84.22,79.76,79.51,68.47,72.65,72.28,71.03
16/Jul/18,76.84,84.22,79.76,79.51,68.47,72.65,72.28,71.03
15/Jul/18,76.95,84.33,79.87,79.61,68.61,72.8,72.43,71.16
14/Jul/18,76.95,84.33,79.87,79.61,68.61,72.8,72.43,71.16
13/Jul/18,76.76,84.14,79.67,79.42,68.43,72.61,72.24,70.98
12/Jul/18,76.59,83.97,79.49,79.26,68.3,72.47,72.1,70.85
11/Jul/18,76.53,83.91,79.43,79.2,68.23,72.4,72.03,70.78
10/Jul/18,76.53,83.91,79.43,79.2,68.23,72.4,72.03,70.78
09/Jul/18,76.36,83.75,79.25,79.03,68.07,72.23,71.85,70.62
08/Jul/18,76.13,83.52,79.01,78.8,67.86,72,71.63,70.41
07/Jul/18,75.98,83.37,78.85,78.66,67.76,71.9,71.52,70.31
06/Jul/18,75.85,83.24,78.72,78.53,67.66,71.79,71.42,70.21
05/Jul/18,75.71,83.1,78.57,78.39,67.5,71.62,71.24,70.05
04/Jul/18,75.55,82.94,78.4,78.23,67.38,71.49,71.12,69.93
03/Jul/18,75.55,82.94,78.4,78.23,67.38,71.49,71.12,69.93
02/Jul/18,75.55,82.94,78.4,78.23,67.38,71.49,71.12,69.93
01/Jul/18,75.55,82.94,78.4,78.23,67.38,71.49,71.12,69.93
30/Jun/18,75.55,82.99,78.4,78.23,67.38,71.49,71.12,69.93
29/Jun/18,75.55,83.06,78.4,78.23,67.38,71.49,71.12,69.93
28/Jun/18,75.55,83.12,78.4,78.23,67.38,71.52,71.12,69.93
27/Jun/18,75.55,83.12,78.4,78.23,67.38,71.52,71.12,69.93
26/Jun/18,75.55,83.12,78.4,78.23,67.38,71.52,71.12,69.93
25/Jun/18,75.69,83.3,78.55,78.37,67.48,71.66,71.22,70.03
24/Jun/18,75.79,83.44,78.65,78.47,67.54,71.76,71.29,70.09
23/Jun/18,75.93,83.61,78.8,78.61,67.61,71.87,71.36,70.16
22/Jun/18,76.02,83.74,78.89,78.7,67.68,71.99,71.44,70.23
21/Jun/18,76.16,83.92,79.04,78.83,67.68,71.99,71.44,70.23
